net_type,province,city_name,area_name,area_code,msc_name,msc_id,sign_point_code,scp_vc_id,number_reply_code,remark,start_time
,湖北,武汉,全省,27,武汉WLANRZ,13740711,17-251-164,,jsj-12033,仅在信令网制作该MSCID的GT数据无语音业务,2012/6/11 13:37
,上海,上海,上海,21,上海LBS,13741195,11-255-109,,jsj-12033,,2012/6/11 13:38
,山东,莱芜,,634,莱芜G2,13741634,10-255-234,,200905,200911汇总_端局,2009/11/11 16:17
,山东,德州,,534,德州G4,13900534,10-255-109,,200905,200911汇总_端局,2009/11/11 16:17
,山东,泰安,,538,泰安G4,13743548,10-255-164,,200905,200911汇总_端局,2009/11/11 16:17
,山东,泰安,,538,泰安G3,13741538,10-255-163,,200905,200911汇总_端局,2009/11/11 16:17
,山东,德州,,534,德州G1,13742534,10-255-108,,200905,200911汇总_端局,2009/11/11 16:17
,上海,,,,SCP5,13740193,11-255-83,285,200905,t,2006/3/27 15:40
,四川,,,,SCP2－4,13740816,22-254-16,551,200905,t,2006/3/27 15:40
,天津,,,,TJSCP1-1,13740203,2-255-43,121,200905,t,2006/3/27 15:40
,新疆,,,,XJSCP1,13741991,30-255-252,701,200905,t,2006/3/27 15:40
,安徽,,,,SCP1,13740551,12-255-229,401,200905,t,2006/3/27 15:40
,北京,,,,bjscp9,13740137,01ffd9,109,200905,t,2006/3/27 15:40
,云南,,,,云南SCP3,13741882,18-FF-3B,584,200905,t,2006/3/27 15:40
,浙江,,,,HZSCP2,13900655,13-255-15,302,200905,t,2006/3/27 15:40
,福建,,,,FZSCP3(SCP1D:346),13740507,0effa6,346,200905,t,2006/3/27 15:40
,福建,,,,FZSCP3(SCP1D:346),13740508,0effa9,346,200905,t,2006/3/27 15:40
,甘肃,,,,LZSCP1,13900947,1B-FF-2C,641,200905,t,2006/3/27 15:40
,广东,,,,GZSCP5,13741240,13-FE-66,499,200905,t,2006/3/27 15:40
,海南,,,,hkscp1,13900758,21-255-60,521,200905,t,2006/3/27 15:40
,河北,,,,CCSCP1,13741336,3-255-47,163,200905,t,2006/3/27 15:40
,河北,,,,CCSCP1,13741333,3-255-31,163,200905,t,2006/3/27 15:40
,河北,,,,CCSCP1,13741335,3-255-39,163,200905,t,2006/3/27 15:40
,河南,,,,zzscp6,13741376,16-255-19,465,200905,t,2006/3/27 15:40
,黑龙江,,,,HBSCP3(263),13900481,8-255-8,263,200905,t,2006/3/27 15:40
,湖北,,,,湖北SCP3,13900710,11FF0E,423,200905,t,2006/3/27 15:40
,湖南,,,,SCP1,13740748,18-255-235,441,200905,t,2006/3/27 15:40
,吉林,,,,CCSCP1,13740441,07FF07,241,200905,t,2006/3/27 15:40
,辽宁,,,,SYSCP2-1,13740404,06FE1F,222,200905,t,2006/3/27 15:40
,辽宁,,,,SYSCP2-2,13740405,06FE27,222,200905,t,2006/3/27 15:40
,内蒙古,,,,SCP02,13741473,05FF61,182,200905,t,2006/3/27 15:40
,山东,,,,JNSCP1,13741544,10-255-7,381,200905,t,2006/3/27 15:40
,山西,,,,太原SCP1,13900344,04-255-06,141,200905,t,2006/3/27 15:40
,山东,退网,,543,滨州G3,13742543,10-255-195,,200905,JSJ-09065_ceshi,2009/11/17 10:19
,山东,退网,,534,德州G3,13741534,10-255-107,,200905,JSJ-09065_ceshi,2009/11/17 10:19
,山东,退网,,546,东营D1,13742535,10-254-195,,200905,JSJ-09065_ceshi,2009/11/17 10:19
,山东,退网,,546,东营D2,13742536,10-254-196,,200905,JSJ-09065_ceshi,2009/11/17 10:19
,山东,退网,,530,荷泽G5,13741644,10-255-189,,200905,JSJ-09065_ceshi,2009/11/17 10:19
,山东,退网,,530,菏泽D1,13741530,10-254-155,,200905,JSJ-09065_ceshi,2009/11/17 10:19
,山东,退网,,530,菏泽D2,13742530,10-254-156,,200905,JSJ-09065_ceshi,2009/11/17 10:19
,山东,退网,,537,济宁D1,13740537,10-255-146,,200905,JSJ-09065_ceshi,2009/11/17 10:19
,山东,退网,,537,济宁D2,13740547,10-255-147,,200905,JSJ-09065_ceshi,2009/11/17 10:19
,山东,退网,,537,济宁G6,13742547,10-255-154,,200905,JSJ-09065_ceshi,2009/11/17 10:19
,山东,退网,,635,聊城D1,13742537,10-254-171,,200905,JSJ-09065_ceshi,2009/11/17 10:19
,山东,退网,,635,聊城D2,13742538,10-254-172,,200905,JSJ-09065_ceshi,2009/11/17 10:19
,山东,退网,,539,临沂D1,13740549,10-255-171,,200905,JSJ-09065_ceshi,2009/11/17 10:19
,山东,退网,,539,临沂D2,13740649,10-255-172,,200905,JSJ-09065_ceshi,2009/11/17 10:19
,山东,退网,,532,青岛D1,13740548,10-255-11510-254-38,,200905,JSJ-09065_ceshi,2009/11/17 10:19
,山东,退网,,532,青岛D2,13740637,10-255-14810-254-36,,200905,JSJ-09065_ceshi,2009/11/17 10:19
,山东,退网,,532,青岛G14,13742649,10-254-59,,200905,JSJ-09065_ceshi,2009/11/17 10:19
,山东,退网,,532,青岛G3,13742542,10-255-43,,200905,JSJ-09065_ceshi,2009/11/17 10:19
,山东,退网,,532,青岛G4,13741639,10-255-44,,200905,JSJ-09065_ceshi,2009/11/17 10:19
,山东,退网,,631,威海D1,13742539,10-254-187,,200905,JSJ-09065_ceshi,2009/11/17 10:19
,山东,退网,,631,威海D2,13742540,10-254-188,,200905,JSJ-09065_ceshi,2009/11/17 10:19
,山东,退网,,631,威海G5,13740630,10-255-212,,200905,JSJ-09065_ceshi,2009/11/17 10:19
,山东,退网,,536,潍坊D1,13740636,10-255-137,,200905,JSJ-09065_ceshi,2009/11/17 10:19
,山东,退网,,536,潍坊D2,13740646,10-255-138,,200905,JSJ-09065_ceshi,2009/11/17 10:19
,山东,退网,,536,潍坊G11,13745536,10-255-143,,200905,JSJ-09065_ceshi,2009/11/17 10:19
,山东,退网,,536,潍坊G4,13740536,10-255-142,,200905,JSJ-09065_ceshi,2009/11/17 10:19
,山东,退网,,536,潍坊G8,13742636,10-255-134,,200905,JSJ-09065_ceshi,2009/11/17 10:19
,山东,退网,,535,烟台G8,13900645,10-254-75,,200905,JSJ-09065_ceshi,2009/11/17 10:19
,山东,退网,,535,烟台G9,13900535,10-254-76,,200905,JSJ-09065_ceshi,2009/11/17 10:19
,山东,退网,,533,淄博D1,13740643,10-255-91,,200905,JSJ-09065_ceshi,2009/11/17 10:19
,山东,退网,,533,淄博D2,13740644,10-255-92,,200905,JSJ-09065_ceshi,2009/11/17 10:19
,山东,退网,,533,淄博G3,13740533,10-255-98,,200905,JSJ-09065_ceshi,2009/11/17 10:19
,山东,德州,,534,德州GS1,13442560,10-255-110,未使用,200905,200912汇总_SERVER,2009/11/11 16:11
,内蒙古,呼和浩特,,471,呼和浩特SSP1,13900044,5-255-62,,HHSSP1,,2014/2/26 10:54
,江苏,南京,,25,南京MCLAS01,13745621,9-248-233,,NJMCLAS01,,2014/2/26 10:54
,江苏,南京,,25,南京CTXAS01,13745620,9-248-78,,NJCTXAS01,,2014/2/26 10:54
,浙江,杭州,,571,杭州CTXAS2,13740570,13-251-30,,HZCTXAS2,,2014/2/26 10:54
,内蒙古,呼和浩特,,471,呼和浩特IP2,13742477,5-255-118,,HHIP2,,2014/2/26 10:55
,内蒙古,呼和浩特,,471,呼和浩特IP,13741471,5-255-176,,HHIP,,2014/2/26 10:55
,江苏,徐州,,516,徐州AIP8,13741145,9-254-186,,XZHAIP8,,2014/2/26 10:55
,江苏,南京,,25,南京IP01YDZJ,13745617,9-249-149,,NJIP01YDZJ,,2014/2/26 10:55
,河北,石家庄,,311,石家庄AIP4,13745311,3-251-244,,SJAIP4,,2014/2/26 10:55
,上海,上海,,21,上海D9,13742163,11-254-811-251-1811-254-26,,SHD9,,2014/2/26 10:56
,上海,上海,,21,上海D12,13742164,11-254-2411-251-2111-254-29,,SHD12,,2014/2/26 10:56
,上海,上海,,21,上海D11,13742164,11-254-2311-251-2011-254-28,,SHD11,,2014/2/26 10:56
,上海,上海,,21,上海D10,13742163,11-254-911-251-1911-254-27,,SHD10,,2014/2/26 10:56
,上海,上海,,21,上海ISTP,,11-254-1,,SHISTP,,2014/2/26 10:56
,云南,昆明,,871,昆明D4,13740889,24-255-27,,KMD4,,2014/2/26 10:56
,云南,昆明,,871,昆明D3,13740884,24-255-26,,KMD3,,2014/2/26 10:56
,云南,昆明,,871,昆明D2,13900884,24-255-57,,KMD2,,2014/2/26 10:56
,云南,昆明,,871,昆明D1,13900880,24-255-10,,KMD1,,2014/2/26 10:56
,内蒙古,赤峰,,476,赤峰D2,13741043,5-255-148,,CHFD2,,2014/2/26 10:56
,内蒙古,呼和浩特,,471,呼和浩特D1,13740473,5-255-76,,HHD1,,2014/2/26 10:56
,内蒙古,呼和浩特,,471,呼和浩特D2,13740474,5-255-77,,HHD2,,2014/2/26 10:56
,内蒙古,包头,,472,包头D1,13740475,5-255-78,,BATD1,,2014/2/26 10:56
,内蒙古,包头,,472,包头D2,13740476,5-255-79,,BATD2,,2014/2/26 10:56
,北京,北京,,10,北京D1,13900121,1-255-9,,BJD1,,2014/2/26 10:56
,北京,北京,,10,北京D10,13744130,1-255-18,,BJD10,,2014/2/26 10:56
,北京,北京,,10,北京D12,13744132,1-255-20,,BJD12,,2014/2/26 10:56
,北京,北京,,10,北京D13,13744133,1-255-21,,BJD13,,2014/2/26 10:56
,北京,北京,,10,北京D14,13744134,1-255-22,,BJD14,,2014/2/26 10:56
,北京,北京,,10,北京D15,13744135,1-255-23,,BJD15,,2014/2/26 10:56
,北京,北京,,10,北京D16,13744136,1-255-8,,BJD16,,2014/2/26 10:56
,北京,北京,,10,北京D2,13900122,1-255-10,,BJD2,,2014/2/26 10:56
,北京,北京,,10,北京D3,13900123,1-255-11,,BJD3,,2014/2/26 10:56
,北京,北京,,10,北京D4,13900124,1-255-12,,BJD4,,2014/2/26 10:56
,北京,北京,,10,北京D5,13740125,1-255-13,,BJD5,,2014/2/26 10:56
,北京,北京,,10,北京D6,13740126,1-255-14,,BJD6,,2014/2/26 10:56
,北京,北京,,10,北京D7,13740127,1-255-15,,BJD7,,2014/2/26 10:56
,北京,北京,,10,北京D8,13740128,1-255-16,,BJD8,,2014/2/26 10:56
,四川,成都,,28,成都D1,13900822,22-255-241,,CDD1,,2014/2/26 10:56
,天津,天津,,22,天津D5,13900211,2-255-9,,TJD5,,2014/2/26 10:56
,天津,天津,,22,天津D6,13900207,2-255-27,,TJD6,,2014/2/26 10:56
,山东,日照,,633,日照D1,13743633,10-254-246,,RZHD1,,2014/2/26 10:56
,山东,济南,,531,济南D4,13744533,10-254-222,,JND4,,2014/2/26 10:56
,山东,济南,,531,济南D3,13744532,10-254-221,,JND3,,2014/2/26 10:56
,山东,日照,,633,日照D2,13744634,10-254-234,,RZHD2,,2014/2/26 10:56
,广东,茂名,,668,茂名D1,13740297,19-255-180,,MMID1,,2014/2/26 10:56
,广东,东莞,,769,东莞D2,13740246,19-255-236,,DOGD2,,2014/2/26 10:56
,广东,湛江,,759,湛江D2,13740294,19-255-189,,ZJID2,,2014/2/26 10:56
,广东,湛江,,759,湛江D3,13745277,19-250-179,,ZJID3,,2014/2/26 10:56
,广东,清远,,763,清远D1,13742256,19-251-154,,QIYD1,,2014/2/26 10:56
,新疆,乌鲁木齐,,991,乌鲁木齐D2,13740999,30-255-21,,WLD2,,2014/2/26 10:56
,新疆,乌鲁木齐,,991,乌鲁木齐D1,13740998,30-255-20,,WLD1,,2014/2/26 10:56
,海南,海口,,898,海口D1,13900768,21-255-68,,HKD1,,2014/2/26 10:56
,贵州,毕节,,857,毕节D1,13740857,23-255-106,,BIJD1,,2014/2/26 10:56
,贵州,安顺,,853,安顺D1,13740853,23-255-74,,ANSD1,,2014/2/26 10:56
,贵州,贵阳,,851,贵阳D1,13900082,23-255-28,,GYD1,,2014/2/26 10:56
,贵州,铜仁,,856,铜仁D1,13740856,23-255-98,,TORD1,,2014/2/26 10:56
,贵州,凯里,,855,凯里D1,13740855,23-255-90,,KLID1,,2014/2/26 10:56
,贵州,遵义,,852,遵义D1,13740852,23-255-59,,ZYID1,,2014/2/26 10:56
,贵州,兴义,,859,兴义D1,13900859,23-255-121,,XYID1,,2014/2/26 10:56
,贵州,贵阳,,851,贵阳D2,13900083,23-255-27,,GYD2,,2014/2/26 10:56
,贵州,都匀,,854,都匀D1,13740854,23-255-82,,DUYD1,,2014/2/26 10:56
,重庆,重庆,,23,重庆D5,13742838,22-251-6722-251-68,,CQD5,,2014/2/26 10:56
,重庆,重庆,,23,重庆D8,13743837,22-251-8122-251-82,,CQD8,,2014/2/26 10:56
,重庆,重庆,,23,重庆D7,13743836,22-251-7722-251-78,,CQD7,,2014/2/26 10:56
,重庆,重庆,,23,重庆D6,13742839,22-251-6922-251-70,,CQD6,,2014/2/26 10:56
,陕西,西安,,29,西安D4,13740929,26-255-15526-254-35,,XAD4,,2014/2/26 10:56
,陕西,西安,,29,西安D4,13744912,26-255-15526-254-35,,XAD4,,2014/2/26 10:56
,陕西,西安,,29,西安D3,13900923,26-255-4526-254-34,,XAD3,,2014/2/26 10:56
,陕西,西安,,29,西安D3,13743929,26-255-4526-254-34,,XAD3,,2014/2/26 10:56
,云南,昆明,,871,昆明VC2,13746881,24-255-058,,KMVC2,,2014/2/26 11:01
,四川,成都,,28,成都VC1,13740805,22-255-3,,CDVC1,,2014/2/26 11:01
,重庆,重庆,,23,重庆VC,13741837,22-251-177,,CQVC,,2014/2/26 11:01
,河南,郑州,郑州,371,郑州HLR102FE10BHW,1822454000,16-249-77,,2015年融合核心网扩容工程,,2016/11/9 9:05
,海南,海口,海南本地网,898,海口HLR01NP,18789140000,21-254-40,,JSJ-10006,,2016/11/9 9:05
,海南,海口,海南本地网,898,海口HLR02NP,18789240000,21-254-41,,JSJ-10006,,2016/11/9 9:05
,宁夏,银川,银川,951,银川HLR2,1351950000,29-255-40,,网通[2010]447号,,2016/11/9 9:05
,宁夏,银川,银川,951,银川HLR3,1500960000,29-255-80,,网通[2010]447号,,2016/11/9 9:05
,天津,天津,天津(号码携带),22,天津HLR01NP,18722300000,2-255-91,,20161109,,2016/11/9 9:05
,天津,天津,天津(号码携带),22,天津HLR02NP,15722200000,2-255-92,,20161109,,2016/11/9 9:05
,湖南,永州,永州,746,永州HLR2,1390746000,18-244-59,,计划(2010)228号,,2016/11/9 9:05
,湖南,张家界,张家界,744,张家界HLR2,1390744000,18-244-57,,计划(2010)228号,,2016/11/9 9:05
,湖南,娄底,娄底,738,娄底HLR2,1390738000,18-244-56,,计划(2010)228号,,2016/11/9 9:05
,新疆,克拉玛依,克拉玛依,990,克拉玛依HLR1,1357953000,30-254-240,,20160908,,2016/9/8 15:19
,新疆,乌鲁木齐,乌鲁木齐,991,乌鲁木齐HLR9,1390991000,30-255-248,,20160908,,2016/9/8 15:19
,新疆,昌吉,昌吉,994,昌吉HLR2,1390994000,30-255-104,,20160908,,2016/9/8 15:19
,新疆,奎屯,奎屯,992,奎屯HLR1,1399971000,30-254-88,,20160908,,2016/9/8 15:19
,云南,玉溪,版纳、德宏,877,玉溪HSS15FE01BHW,1390881000,24-251-155,,20160908,,2016/9/8 15:19
,云南,昆明,楚雄、临沧,871,昆明HSS16FE01BHW,1390878000,24-251-158,,20160908,,2016/9/8 15:19
,云南,昆明,昆明,871,昆明HSS11FE01BHW,1388800000,24-251-151,,2015年诺基亚HSS替换,,2016/11/9 9:05
,云南,昆明,昆明,871,昆明HSS12FE01BHW,1351870000,24-251-153,,2015年诺基亚HSS替换,,2016/11/9 9:05
,云南,玉溪,曲靖,877,玉溪HSS13FE02BHW,1352985000,24-251-146,,2015年诺基亚HSS替换,,2016/11/9 9:05
,云南,玉溪,思茅,877,玉溪HSS13FE01BHW,1500870000,24-251-145,,2015年诺基亚HSS替换,,2016/11/9 9:05
,云南,昆明,保山、怒江,871,昆明HSS16FE02BHW,13908750000,24-251-159,,20160908,,2016/9/8 15:19
,云南,玉溪,玉溪,877,玉溪HSS14FE02BHW,1390877000,24-251-149,,2015年诺基亚HSS替换,,2016/11/9 9:05
,云南,玉溪,大理,877,玉溪HSS15FE02BHW,1580872000,24-251-156,,2015年诺基亚HSS替换,,2016/11/9 9:05
,云南,玉溪,红河,877,玉溪HSS14FE01BHW,1590873000,24-251-148,,2015年诺基亚HSS替换,,2016/11/9 9:05
,西藏,拉萨,拉萨,891,拉萨HLR1,1398901000,25-255-40,,20161109,,2016/11/9 9:05
,西藏,拉萨,拉萨,891,拉萨HLR1-1,1508909000,25-255-40,,20161109,,2016/11/9 9:05
,西藏,拉萨,拉萨,891,拉萨HLR2,1508908000,25-255-48,,20161109,,2016/11/9 9:05
,浙江,温州,温州,577,温州HLR3,1380687000,13-255-184,,20161109,,2016/11/9 9:05
,浙江,宁波,宁波,574,宁波HLR10,1526838000,13-255-32,,浙移规2010（68）号,,2016/11/9 9:05
,广西,南宁,南宁,771,南宁HLR12BHW,1887895000,20-251-24,,桂移计协【2010】273,,2016/11/9 9:05
,广西,南宁,南宁,771,南宁HLR13BHW（BF）,1887895400,20-251-32,,桂移计协【2010】273号,,2016/11/9 9:05
,浙江,杭州,杭州,571,杭州HLR1,,13-254-120,,浙移规2010（50）号,,2016/11/9 9:05
,浙江,杭州,杭州,571,杭州HSSB22,,13-251-192,,20160908,,2016/9/8 15:19
,浙江,杭州,杭州,571,杭州HLRB21,,13-254-224,,浙移规2010（50）号,,2016/11/9 9:05
,浙江,杭州,杭州,571,杭州HSS6,,13-251-176,,浙移规2010（50）号,,2016/11/9 9:05
,安徽,芜湖,芜湖,553,WUHHSS01FE01BHW,1470024000,12-255-183,,123,,2016/11/9 9:05
,安徽,合肥,合肥,551,HFHSS02FE01BHW,1845541000,12-255-186,,123,,2016/11/9 9:05
,安徽,合肥,合肥,551,HFHSS05FE01BER,1845660000,12-254-120,,123,,2016/11/9 9:05
,安徽,芜湖,芜湖,553,WUHHSS02FE01BHW,1585637000,12-255-184,,123,,2016/11/9 9:05
,安徽,合肥,合肥,551,HFHSS06FE01BHW,1585586000,12-255-190,,123,,2016/11/9 9:05
,安徽,合肥,合肥,551,HFHSS04FE01BER,1470026000,12-254-117,,123,,2016/11/9 9:05
,安徽,芜湖,芜湖,553,WUHHSS05FE01BER,1390563000,12-254-118,,123,,2016/11/9 9:05
,安徽,合肥,合肥,551,HFHSS01FE02BHW,1380560000,12-255-182,,123,,2016/11/9 9:05
,安徽,芜湖,芜湖,553,WUHHSS03FE01BHW,1845501000,12-255-189,,123,,2016/11/9 9:05
,安徽,芜湖,芜湖,553,WUHHSS06FE01BHW,1845502000,12-255-192,,123,,2016/11/9 9:05
,安徽,芜湖,芜湖,553,WUHHSS05FE02BER,1390553000,12-254-119,,123,,2016/11/9 9:05
,安徽,芜湖,芜湖,553,WUHHSS02FE02BHW,1390554000,12-255-185,,123,,2016/11/9 9:05
,安徽,合肥,合肥,551,合肥HLR8,1373197000,12-251-153,,123,,2016/11/9 9:05
,安徽,芜湖,芜湖,553,WUHHSS04FE02BER,1396683000,12-254-116,,123,,2016/11/9 9:05
,安徽,芜湖,芜湖,553,WUHHSS04FE01BER,1390562000,12-254-115,,123,,2016/11/9 9:05
,安徽,合肥,合肥,551,HFHSS03FE02BHW,1390550000,12-255-188,,123,,2016/11/9 9:05
,安徽,合肥,合肥,551,合肥HLR9,1372101000,12-251-148,,123,,2016/11/9 9:05
,安徽,合肥,合肥,551,HFHSS01FE01BHW,1390564000,12-255-181,,123,,2016/11/9 9:05
,安徽,合肥,合肥,551,HFHSS03FE01BHW,1390565000,12-255-187,,123,,2016/11/9 9:05
,广东,清远,清远,763,清远HLR1,1392669000,19-251-128,,20160908,,2016/9/8 15:19
,广东,梅州,梅州,753,梅州HLR1,1382599000,19-254-56,,20161109,,2016/11/9 9:05
,广东,云浮,云浮,766,云浮HLR1,1382689000,19-254-80,,20161109,,2016/11/9 9:05
,广东,阳江,阳江,662,阳江HLR1,1382760000,19-255-168,,20161109,,2016/11/9 9:05
,广东,云浮,茂名,766,云浮HLR2,,19-254-232,,20161109,,2016/11/9 9:05
,广东,肇庆,肇庆,758,肇庆HLR2,,19-251-40,,20161109,,2016/11/9 9:05
,广东,中山,中山,760,中山HLR1,1390282000,19-251-112,,20160908,,2016/9/8 15:19
,广东,肇庆,肇庆,758,肇庆HLR1,1382759000,19-254-104,,20161109,,2016/11/9 9:05
,广东,中山,中山,760,中山HLR4,13590890000,19-250-200,,20160908,,2016/9/8 15:19
,广东,中山,中山,760,中山HLR2,1350014000,19-255-152,,20160908,,2016/9/8 15:19
,广东,中山,中山,760,中山HLR3,13590880000,19-250-192,,20160908,,2016/9/8 15:19
,黑龙江,哈尔滨,鹤岗、伊春、佳木斯,451,HBHSS02FE202BER,1394670000,8-254-106,,20160908,,2016/9/8 15:19
,黑龙江,哈尔滨,佳木斯、鹤岗、伊春,451,HBHSS02FE201BER,1390454000,8-254-105,,20160908,,2016/9/8 15:19
,黑龙江,哈尔滨,牡丹江、绥化,451,HBHSS05FE202BER,1390453000,8-254-115,,20160908,,2016/9/8 15:19
,黑龙江,哈尔滨,哈尔滨,451,HBHSS03FE201BER,1370451000,8-254-108,,,,2016/11/9 9:05
,黑龙江,哈尔滨,哈尔滨,451,HBHSS04FE201BER,1390451000,8-254-111,,,,2016/11/9 9:05
,黑龙江,哈尔滨,哈尔滨,451,HBHSS04FE202BER,1394511000,8-254-112,,,,2016/11/9 9:05
,黑龙江,哈尔滨,哈尔滨,451,HBHSS03FE202BER,1370481000,8-254-109,,,,2016/11/9 9:05
,黑龙江,哈尔滨,绥化、牡丹江,451,HBHSS05FE201BER,1390455000,8-254-114,,20160908,,2016/9/8 15:19
,黑龙江,哈尔滨,齐齐哈尔,451,HBHSS06FE202BER,1389595000,8-254-118,,,,2016/11/9 9:05
,黑龙江,哈尔滨,齐齐哈尔,451,HBHSS06FE201BER,1376651000,8-254-117,,,,2016/11/9 9:05
,广东,清远,清远,763,清远HLR2,1590763000,19-244-104,,20160908,,2016/9/8 15:19
,广东,广州,广州,20,广州HLR99,1363214,19-244-160,,20161109,,2016/11/9 9:05
,广东,深圳,深圳,755,深圳HLR99,1511819,19-244-176,,20161109,,2016/11/9 9:05
,贵州,毕节,贵阳,857,毕节HLR5,1821283000,23-255-194,,20160908,,2016/9/8 15:19
,湖北,武汉,武汉,27,武汉HLR25,1827109000,17-251-91,,鄂移发【2011】1269号,,2016/11/9 9:05
,四川,甘孜,甘孜,836,甘孜HLR02,18283680000,22-248-48,,川移计批2011【291】号,,2016/11/9 9:05
,四川,资阳,资阳,28,资阳HLR3,18227400000,22-248-200,,网移计批【2011】号,,2016/11/9 9:05
,海南,海口,海南,898,海口HSS08FE01BHW,1571897000,21-254-45,,海南21期GSM扩容工程,,2016/11/9 9:05
,海南,海口,海南,898,海口HSS08FE03BHW,1571897100,21-254-46,,海南21期GSM扩容工程,,2016/11/9 9:05
,江苏,南京,连云港,25,南京HSS03FE01BAL,1834474000,9-248-24,,江苏移动〔2010〕1349号,,2016/11/9 9:05
,江苏,南京,徐州,25,南京HSS03FE02BAL,1589618000,9-248-32,,江苏移动〔2010〕1349号,,2016/11/9 9:05
,四川,成都,成都,28,成都HSS25FE01BHW,1470800000,22-248-16,,川移计批〔2014〕16号,,2016/11/9 9:05
,广西,柳州,柳州,772,柳州HLR6BHW,1373720000,20-251-40,,GX-001-101012-10009,,2016/11/9 9:05
,广西,柳州,柳州,772,柳州HLR7BHW,1378842000,20-251-48,,GX-001-101012-10009,,2016/11/9 9:05
,宁夏,银川,银川,951,银川HLR5BF,1479500000,29-255-162,,中移宁,,2016/11/9 9:05
,浙江,杭州,杭州,571,杭州HLR21,,13-251-56,,浙移规2011（69）号,,2016/11/9 9:05
,广东,惠州,惠州,752,惠州HSS01BHW,18807610000,19-249-78,,粤移工程联[2011]22号,,2016/11/9 9:05
,广东,深圳,深圳,755,深圳HSS08,18824610000,19-249-82,,粤移工程联[2011]22号,,2016/11/9 9:05
,广东,惠州,惠州,752,惠州HSS02BHW,18824850000,19-249-79,,粤移工程联[2011]22号,,2016/11/9 9:05
,广东,深圳,深圳,755,深圳HSS07,18824600000,19-249-81,,粤移工程联[2011]22号,,2016/11/9 9:05
,四川,资阳,资阳,28,资阳HLR4,14780340000,22-249-48,,川移计批[2011]280号,,2016/11/9 9:05
,湖北,武汉,武汉,27,武汉HLR24,1477185000,17-251-90,,鄂移发【2011】1269号,,2016/11/9 9:05
,黑龙江,哈尔滨,哈尔滨,451,HBHSS01FE202BER,1594566000,8-254-120,,,,2016/11/9 9:05
,浙江,杭州,杭州,571,杭州HSS22,1833430000,13-251-168,,20160908,,2016/9/8 15:19
,山西,太原,太原,351,TYHSS02FE06BHW,13803410000,4-251-176,,SX,,2016/11/9 9:05
,江苏,无锡,无锡,510,无锡HLR211ER,1396160000,9-254-176,,苏移批〔2014〕234号,,2016/11/9 9:05
,江苏,无锡,无锡,510,无锡HLR212ER,1396150000,9-254-184,,苏移批〔2014〕234号,,2016/11/9 9:05
,江苏,无锡,无锡,510,无锡HLR05ER,1589644400,9-254-192,,苏移批〔2014〕234号,,2016/11/9 9:05
,广东,广州,广州,20,广州HSS10BER_HR1/HS1,1847534,19-246-128,,粤移工程联[2013]197号,,2016/11/9 9:05
,广东,广州,广州,20,广州HSS11BER_HR1/HS1,1881355,19-246-136,,粤移工程联[2013]197号,,2016/11/9 9:05
,广东,广州,广州,20,广州HSS12BER_HR1/HS1,1889884,19-246-144,,粤移工程联[2013]197号,,2016/11/9 9:05
,广东,广州,广州,20,广州HSS11BER_HR2/HS2,1840751,19-246-152,,粤移工程联[2013]197号,,2016/11/9 9:05
,广东,深圳,深圳,755,深圳HSS11BER_HR1/HS1,1471512,19-246-184,,粤移工程联[2013]197号,,2016/11/9 9:05
,广东,深圳,深圳,755,深圳HSS12BER_HR1/HS1,1471513,19-246-192,,粤移工程联[2013]197号,,2016/11/9 9:05
,广东,佛山,佛山,757,佛山HSS03BER_HR1/HS1,1840662,19-246-216,,粤移工程联[2013]197号,,2016/11/9 9:05
,广东,佛山,佛山,757,佛山HSS04BER_HR1/HS1,1840663,19-246-224,,粤移工程联[2013]197号,,2016/11/9 9:05
,广东,佛山,佛山,757,佛山HSS05BER_HR1/HS1,1840760,19-246-232,,粤移工程联[2013]197号,,2016/11/9 9:05
,广东,江门,江门,750,江门HSS03BER_HR1/HS1,1847526,19-247-16,,粤移工程联[2013]197号,,2016/11/9 9:05
,广东,江门,江门,750,江门HSS05BER_HR1/HS1,1471473,19-247-32,,粤移工程联[2013]197号,,2016/11/9 9:05
,广东,江门,江门,750,江门HSS05BER_HR2/HS2,1881420,19-247-48,,粤移工程联[2013]197号,,2016/11/9 9:05
,广东,湛江,湛江,759,湛江HSS02BER_HR1/HS1,1840668,19-247-72,,粤移工程联[2013]197号,,2016/11/9 9:05
,广东,佛山,佛山,757,佛山HSS06BER_HR1/HS1,1847600,19-246-240,,粤移工程联[2013]197号,,2016/11/9 9:05
,广东,江门,江门,750,江门HSS04BER_HR1/HS1,1847527,19-247-24,,粤移工程联[2013]197号,,2016/11/9 9:05
,广东,江门,江门,750,江门HSS06BER_HR1/HS1,1477815,19-247-40,,粤移工程联[2013]197号,,2016/11/9 9:05
,广东,江门,江门,750,江门HSS06BER_HR2/HS2,1881369,19-247-56,,粤移工程联[2013]197号,,2016/11/9 9:05
,广东,湛江,湛江,759,湛江HSS01BER_HR1/HS1,1847638,19-247-64,,粤移工程联[2013]197号,,2016/11/9 9:05
,广东,深圳,深圳,755,深圳HSS14BER_HR1/HS1,1847699,19-246-208,,粤移工程联[2013]197号,,2016/11/9 9:05
,广东,广州,广州,20,广州HSS12BER_HR2/HS2,1889983,19-246-160,,粤移工程联[2013]197号,,2016/11/9 9:05
